txn_id,customer_id,merchant_id,timestamp,amount,payment_method,bank,merchant_vertical,failure_reason_code,customer_instruments,retry_propensity,was_retried_historically,retry_success_obs,risk_score,p_success_retry_soon,p_success_retry_later,p_success_switch_method,p_success_send_link,is_weekend,hour_of_day,day_of_week,day_of_month,amount_log,txn_value_bucket
pay106732,cus2585,mer80,2025-04-16 13:13:00,18128.5,upi,bank_d,ecommerce,bank_server_timeout,2,0.7639,1,0.0,0.5757,0.5201,0.3817,0.5803,0.3516,0,13,2,16,9.805295724769593,large
pay112191,cus823,mer112,2025-03-09 10:03:00,1226.7,upi,bank_b,education_fees,otp_expired,3,0.6604,1,0.0,0.4086,0.466,0.4536,0.0,0.4606,1,10,6,9,7.1128977791867944,medium
pay100224,cus1998,mer9,2025-05-10 21:23:00,178.65,debit_card,bank_h,food_delivery,upi_server_busy,1,0.8407,1,1.0,0.1263,0.4712,0.2741,0.0077,0.4407,1,21,5,10,5.191010513559528,small
pay112439,cus2022,mer49,2025-03-20 13:04:00,477.29,upi,bank_a,food_delivery,issuer_decline,1,0.4246,0,,0.0352,0.1712,0.2722,0.0584,0.1169,0,13,3,20,6.170217243087384,small
pay107633,cus2533,mer97,2025-03-19 00:09:00,181.91,netbanking,bank_g,ecommerce,bank_server_timeout,4,0.9519,1,1.0,0.1556,0.7306,0.2877,0.5494,0.1858,0,0,2,19,5.208994228587835,small
pay102448,cus2283,mer47,2025-05-21 01:40:00,411.52,upi,bank_b,ecommerce,insufficient_funds,3,0.5331,0,,0.1649,0.1899,0.7859,0.1735,0.2683,0,1,2,21,6.0222846894478685,small
pay105240,cus2887,mer27,2025-03-05 04:19:00,385.13,credit_card,bank_e,utility_bills,issuer_decline,2,0.5006,0,,0.1439,0.3568,0.3415,0.1852,0.1306,0,4,2,5,5.956174100329396,small
pay111615,cus2450,mer119,2025-05-30 11:06:00,4023.34,upi,bank_c,food_delivery,issuer_decline,4,0.4594,1,0.0,0.3017,0.0988,0.3216,0.2686,0.1526,0,11,4,30,8.300116201251988,medium
pay106471,cus2646,mer58,2025-01-24 20:36:00,607.49,upi,bank_e,utility_bills,insufficient_funds,4,0.5541,1,0.0,0.1398,0.3316,0.5443,0.5485,0.3969,0,20,4,24,6.410980478438806,medium
pay115428,cus388,mer56,2025-02-08 00:37:00,2380.86,upi,bank_b,education_fees,issuer_decline,1,0.493,1,0.0,0.2585,0.1186,0.1052,0.1756,0.1532,1,0,5,8,7.7756369740485995,medium
pay119151,cus3999,mer86,2025-04-10 21:58:00,831.97,upi,bank_e,food_delivery,upi_server_busy,4,0.8855,1,1.0,0.2976,0.6195,0.2426,0.6564,0.4568,0,21,3,10,6.724997627112546,medium
pay108193,cus1270,mer73,2025-04-17 09:27:00,2493.83,upi,bank_f,utility_bills,issuer_decline,3,0.4463,0,,0.3393,0.3163,0.1563,0.192,0.1875,0,9,3,17,7.821975869591693,medium
pay101714,cus2728,mer11,2025-04-26 23:58:00,172.43,credit_card,bank_g,food_delivery,insufficient_funds,1,0.4558,0,,0.7916,0.2836,0.7647,0.0388,0.3803,1,23,5,26,5.155774059762495,small
pay106521,cus2859,mer34,2025-01-15 06:39:00,317.13,credit_card,bank_e,education_fees,otp_expired,2,0.6587,1,0.0,0.2062,0.5773,0.3346,0.2613,0.5658,0,6,2,15,5.762460104273613,small
pay107800,cus696,mer66,2025-03-19 06:27:00,2031.18,credit_card,bank_j,ecommerce,insufficient_funds,1,0.4777,0,,0.4732,0.5359,0.6206,0.0825,0.5458,0,6,2,19,7.616864387452324,medium
pay103281,cus868,mer97,2025-05-16 19:46:00,2885.56,netbanking,bank_j,travel,issuer_decline,4,0.4862,1,0.0,0.4683,0.0,0.2901,0.1251,0.1601,0,19,4,16,7.967820760704493,medium
pay109817,cus1340,mer106,2025-05-03 20:21:00,1620.72,credit_card,bank_h,subscription_saas,network_timeout,2,0.8105,1,0.0,0.3796,0.6289,0.2296,0.5158,0.3372,1,20,5,3,7.391242593386532,medium
pay105771,cus2861,mer8,2025-02-09 22:16:00,3410.32,debit_card,bank_g,education_fees,insufficient_funds,1,0.472,1,0.0,0.2987,0.1203,0.6318,0.0,0.3252,1,22,6,9,8.134854592149129,medium
pay103350,cus123,mer93,2025-01-29 14:59:00,231.42,credit_card,bank_j,food_delivery,otp_expired,2,0.5535,1,0.0,0.3098,0.4202,0.3425,0.4302,0.315,0,14,2,29,5.448546079794728,small
pay106502,cus1664,mer104,2025-04-03 03:15:00,8743.16,debit_card,bank_h,utility_bills,issuer_decline,2,0.5292,0,,0.4311,0.3044,0.3013,0.2349,0.1308,0,3,3,3,9.076141327950628,large
pay106918,cus3693,mer74,2025-01-15 04:50:00,4870.25,upi,bank_g,ecommerce,network_timeout,4,0.6701,1,1.0,0.4414,0.7734,0.1396,0.4455,0.2744,0,4,2,15,8.491105856652919,medium
pay105418,cus2279,mer64,2025-04-11 12:24:00,363.73,upi,bank_e,ecommerce,account_blocked,3,0.1381,0,,0.2584,0.0,0.0,0.1123,0.062,0,12,4,11,5.899157353822797,small
pay105918,cus3232,mer44,2025-05-03 14:17:00,5799.85,credit_card,bank_b,utility_bills,issuer_decline,4,0.4458,1,0.0,0.4146,0.2444,0.0429,0.2575,0.0811,1,14,5,3,8.665759737520993,large
pay108960,cus3166,mer36,2025-03-22 16:41:00,1760.42,upi,bank_b,food_delivery,upi_server_busy,2,0.8668,1,1.0,0.256,0.7459,0.3839,0.6575,0.4331,1,16,5,22,7.473875580911188,medium
pay117078,cus3094,mer91,2025-01-26 22:25:00,3463.46,upi,bank_f,ecommerce,network_timeout,2,0.685,0,,0.2843,0.5591,0.3147,0.3279,0.387,1,22,6,26,8.150312055323198,medium
pay107741,cus2365,mer27,2025-03-08 17:07:00,5023.91,upi,bank_i,utility_bills,issuer_decline,2,0.5064,1,0.0,0.402,0.257,0.3529,0.2956,0.2488,1,17,5,8,8.522162822319121,large
pay104264,cus3253,mer53,2025-04-18 21:50:00,1107.6,debit_card,bank_i,subscription_saas,upi_server_busy,1,0.939,1,0.0,0.3066,0.5617,0.2523,0.0,0.2736,0,21,4,18,7.010853236985704,medium
pay101721,cus2893,mer101,2025-05-14 12:13:00,201.67,debit_card,bank_f,food_delivery,account_blocked,1,0.0,0,,0.159,0.062,0.1651,0.0323,0.0,0,12,2,14,5.311579040531222,small
pay109440,cus470,mer118,2025-03-17 07:13:00,756.85,upi,bank_d,travel,upi_server_busy,4,0.8964,1,1.0,0.3739,0.6983,0.4363,0.6022,0.4573,0,7,0,17,6.6304854768776655,medium
pay114307,cus3568,mer6,2025-04-15 03:21:00,1297.57,credit_card,bank_c,education_fees,issuer_decline,2,0.4011,0,,0.2909,0.0993,0.234,0.387,0.0,0,3,1,15,7.169018938005595,medium
pay110783,cus2560,mer64,2025-03-11 18:46:00,50.0,debit_card,bank_h,food_delivery,issuer_decline,4,0.4214,1,0.0,0.0243,0.1967,0.3178,0.2458,0.1877,0,18,1,11,3.9318256327243257,small
pay107615,cus2961,mer80,2025-04-24 07:49:00,50.0,netbanking,bank_f,ecommerce,bank_server_timeout,3,0.7666,1,1.0,0.2475,0.7046,0.3166,0.832,0.2402,0,7,3,24,3.9318256327243257,small
pay103768,cus3126,mer101,2025-05-26 09:27:00,281.85,upi,bank_j,education_fees,insufficient_funds,4,0.4562,1,0.0,0.3111,0.084,0.6276,0.1776,0.3442,0,9,0,26,5.644916721789165,small
pay112231,cus1316,mer11,2025-05-18 06:45:00,501.54,credit_card,bank_j,education_fees,issuer_decline,4,0.3197,1,0.0,0.2464,0.3502,0.1666,0.0253,0.3173,1,6,6,18,6.21967523875521,medium
pay106264,cus2089,mer89,2025-04-08 03:54:00,746.83,upi,bank_j,education_fees,insufficient_funds,4,0.5766,1,0.0,0.3643,0.3272,0.5654,0.2555,0.3616,0,3,1,8,6.617175679416844,medium
pay105732,cus550,mer34,2025-06-01 16:26:00,1182.47,debit_card,bank_h,food_delivery,insufficient_funds,4,0.4313,1,0.0,0.3186,0.2553,0.795,0.3195,0.387,1,16,6,1,7.0762060800903,medium
pay108019,cus3814,mer13,2025-04-21 04:48:00,2870.31,credit_card,bank_g,food_delivery,insufficient_funds,3,0.4874,0,,0.3315,0.159,0.4666,0.2255,0.4221,0,4,0,21,7.962523650606914,medium
pay104544,cus3039,mer52,2025-03-22 07:54:00,2195.56,debit_card,bank_i,food_delivery,network_timeout,2,0.7616,0,,0.3035,0.6489,0.2487,0.6251,0.1579,1,7,5,22,7.694647779227593,medium
pay115894,cus1658,mer83,2025-01-03 02:39:00,1327.2,netbanking,bank_g,travel,bank_server_timeout,1,0.8289,1,1.0,0.293,0.7864,0.4832,0.0,0.5395,0,2,4,3,7.191579921106613,medium
pay108612,cus1788,mer85,2025-03-12 09:23:00,128.23,credit_card,bank_f,ecommerce,bank_server_timeout,4,0.7485,1,1.0,0.0438,0.7219,0.3654,0.8253,0.2871,0,9,2,12,4.8615937625371,small
pay118669,cus3349,mer4,2025-04-29 04:52:00,4904.78,upi,bank_e,education_fees,card_expired,3,0.0,0,,0.3605,0.0,0.0,0.2667,0.0936,0,4,1,29,8.498169380763628,medium
pay118224,cus1989,mer70,2025-05-13 19:26:00,1241.26,upi,bank_j,subscription_saas,account_blocked,3,0.0,0,,0.2378,0.2352,0.0,0.139,0.0924,0,19,1,13,7.124687580359468,medium
pay105762,cus110,mer41,2025-02-05 01:12:00,787.63,upi,bank_g,travel,insufficient_funds,2,0.5139,1,0.0,0.2592,0.2537,1.0,0.1565,0.1715,0,1,2,5,6.670297262819869,medium
pay118678,cus3690,mer85,2025-04-27 06:24:00,314.68,upi,bank_b,utility_bills,otp_expired,4,0.5992,1,1.0,0.1875,0.521,0.3905,0.1331,0.4113,1,6,6,27,5.754729042274305,small
pay109522,cus2164,mer16,2025-06-05 06:23:00,31450.04,upi,bank_d,food_delivery,upi_server_busy,1,0.8131,1,1.0,0.6397,1.0,0.2804,0.0492,0.443,0,6,3,5,10.356187329944321,large
pay110142,cus2753,mer105,2025-03-16 08:05:00,600.94,credit_card,bank_f,food_delivery,issuer_decline,4,0.5428,0,,0.1573,0.083,0.072,0.4655,0.0435,1,8,6,16,6.400157772567572,medium
pay108787,cus2967,mer5,2025-04-28 14:40:00,191.75,netbanking,bank_h,utility_bills,duplicate_payment_block,3,0.2667,1,0.0,0.1279,0.1133,0.0,0.1599,0.1733,0,14,0,28,5.261394012443439,small
pay108468,cus1316,mer50,2025-05-08 07:30:00,464.7,upi,bank_e,food_delivery,upi_server_busy,2,0.915,1,1.0,0.258,0.7769,0.2774,0.2807,0.3195,0,7,3,8,6.1435416499883315,small
pay104860,cus3555,mer58,2025-01-11 15:26:00,119.09,debit_card,bank_g,subscription_saas,card_expired,3,0.0,0,,0.2608,0.2335,0.0411,0.1023,0.0,1,15,5,11,4.788241461672592,small
pay104619,cus436,mer7,2025-06-11 15:53:00,3400.45,debit_card,bank_g,food_delivery,issuer_decline,4,0.4697,0,,0.3647,0.1462,0.1537,0.174,0.0,0,15,2,11,8.131957090279753,medium
pay101473,cus1645,mer106,2025-02-07 06:19:00,384.4,upi,bank_i,education_fees,insufficient_funds,3,0.5251,1,0.0,0.232,0.1661,0.6465,0.1571,0.3453,0,6,4,7,5.954281755980266,small
pay107744,cus2854,mer52,2025-01-30 09:45:00,689.78,debit_card,bank_g,food_delivery,upi_server_busy,3,0.779,0,,0.293,0.7962,0.3407,0.5907,0.2881,0,9,3,30,6.537821393913628,medium
pay117528,cus3359,mer112,2025-05-31 20:17:00,191.73,netbanking,bank_a,travel,network_timeout,3,0.7244,1,0.0,0.1743,0.4518,0.137,0.3747,0.2127,1,20,5,31,5.26129024571096,small
pay116802,cus3291,mer118,2025-04-21 21:19:00,1060.32,credit_card,bank_a,utility_bills,upi_server_busy,3,0.8293,1,1.0,0.1442,0.8525,0.3085,0.6744,0.4995,0,21,0,21,6.967268695403181,medium
pay107848,cus1281,mer53,2025-01-12 17:46:00,532.03,debit_card,bank_c,food_delivery,upi_server_busy,4,0.8553,1,1.0,0.2186,0.5045,0.3693,0.6645,0.4509,1,17,6,12,6.27857770776013,medium
pay115746,cus2163,mer60,2025-06-02 06:05:00,1653.15,netbanking,bank_e,subscription_saas,otp_expired,4,0.6195,1,1.0,0.228,0.5736,0.4001,0.2538,0.2303,0,6,0,2,7.411042560709827,medium
pay118942,cus2720,mer30,2025-06-27 15:13:00,520.93,upi,bank_b,food_delivery,issuer_decline,4,0.4801,0,,0.3068,0.0484,0.3321,0.2711,0.0883,0,15,4,27,6.257533479273623,medium
pay109070,cus1814,mer58,2025-01-21 14:17:00,1569.02,netbanking,bank_b,ecommerce,issuer_decline,1,0.4724,1,0.0,0.2031,0.1533,0.2095,0.0,0.007,0,14,1,21,7.358843637114719,medium
pay112900,cus482,mer98,2025-01-21 07:07:00,263.86,upi,bank_a,food_delivery,upi_server_busy,1,0.8077,0,,0.1385,0.939,0.3229,0.0,0.3113,0,7,1,21,5.579201384498818,small
pay110288,cus1955,mer57,2025-02-16 15:02:00,3407.01,upi,bank_g,education_fees,bank_server_timeout,2,0.7661,1,1.0,0.3639,0.5729,0.4422,0.744,0.3914,1,15,6,16,8.133883822217202,medium
pay102757,cus2110,mer116,2025-04-25 03:54:00,356.59,upi,bank_g,education_fees,upi_server_busy,1,0.9006,1,1.0,0.1806,0.87,0.3374,0.0,0.3284,0,3,4,25,5.879387078702536,small
pay117549,cus2622,mer50,2025-05-02 15:18:00,568.11,upi,bank_d,travel,bank_server_timeout,1,0.8148,1,1.0,0.3395,0.8611,0.4363,0.0,0.4269,0,15,4,2,6.344073737058987,medium
pay100830,cus1438,mer51,2025-02-14 06:21:00,84.1,upi,bank_i,education_fees,insufficient_funds,1,0.4794,0,,0.1308,0.2285,0.8412,0.0,0.2134,0,6,4,14,4.443827035579329,small
pay117194,cus2626,mer61,2025-05-30 13:26:00,865.26,netbanking,bank_b,ecommerce,upi_server_busy,1,0.9158,1,0.0,0.7792,0.3976,0.3115,0.1914,0.3832,0,13,4,30,6.764185094449026,medium
pay104966,cus3389,mer23,2025-02-10 15:41:00,173.43,upi,bank_b,travel,upi_server_busy,1,0.7973,0,,0.0496,0.5316,0.0906,0.0,0.4045,0,15,0,10,5.161523515030043,small
pay108948,cus1347,mer3,2025-06-18 16:29:00,857.67,credit_card,bank_c,subscription_saas,bank_server_timeout,3,0.8104,1,1.0,0.3536,0.9782,0.6798,0.5806,0.4987,0,16,2,18,6.755384680536177,medium
pay108393,cus1078,mer42,2025-01-22 03:30:00,772.4,upi,bank_a,food_delivery,bank_server_timeout,1,0.8373,1,1.0,0.2173,0.7446,0.4581,0.0,0.3784,0,3,2,22,6.6507963791731965,medium
pay106749,cus1768,mer62,2025-04-02 07:19:00,149.41,upi,bank_c,ecommerce,issuer_decline,1,0.392,1,0.0,0.0911,0.2398,0.229,0.0963,0.3069,0,7,2,2,5.013364898667122,small
pay102315,cus1271,mer58,2025-01-01 02:14:00,581.95,credit_card,bank_e,subscription_saas,bank_server_timeout,1,0.8114,1,1.0,0.1306,0.7401,0.2626,0.2558,0.5564,0,2,2,1,6.3681014193793,medium
pay107764,cus1345,mer12,2025-03-26 04:02:00,820.48,upi,bank_d,food_delivery,network_timeout,2,0.8394,1,0.0,0.8927,0.8015,0.3984,0.231,0.3473,0,4,2,26,6.711107591471892,medium
pay103911,cus1370,mer12,2025-06-24 17:29:00,15635.81,credit_card,bank_b,utility_bills,upi_server_busy,3,0.8711,1,1.0,0.539,0.584,0.2205,0.5571,0.3394,0,17,1,24,9.657383029101403,large
pay112229,cus3122,mer92,2025-03-16 02:03:00,318.91,credit_card,bank_a,utility_bills,insufficient_funds,1,0.4187,0,,0.1912,0.3109,0.6417,0.0,0.4549,1,2,6,16,5.768039706235574,small
pay106269,cus2306,mer98,2025-05-10 20:19:00,693.93,netbanking,bank_f,food_delivery,otp_expired,2,0.6387,0,,0.1937,0.3802,0.3734,0.1981,0.3664,1,20,5,10,6.543811121067789,medium
pay105469,cus2062,mer2,2025-02-18 23:14:00,6668.4,upi,bank_h,travel,upi_server_busy,1,0.8559,0,,0.381,0.8402,0.3977,0.1004,0.3817,0,23,1,18,8.805285179840984,large
pay108484,cus574,mer76,2025-01-25 05:57:00,329.95,upi,bank_a,food_delivery,insufficient_funds,3,0.5457,0,,0.1565,0.1691,0.5444,0.2848,0.5873,1,5,5,25,5.801967306564932,small
pay116612,cus3678,mer4,2025-03-23 16:36:00,263.89,upi,bank_e,utility_bills,network_timeout,3,0.7998,1,1.0,0.1224,0.6643,0.0255,0.1735,0.5643,1,16,6,23,5.579314645471096,small
pay104946,cus2574,mer30,2025-03-08 14:13:00,410.86,upi,bank_a,education_fees,bank_server_timeout,3,0.7414,1,1.0,0.1133,0.7794,0.5537,0.6079,0.2539,1,14,5,8,6.0206834857772025,small
pay111560,cus722,mer64,2025-03-10 22:03:00,701.94,credit_card,bank_g,travel,bank_server_timeout,2,0.7854,0,,0.15,0.8251,0.6256,0.806,0.5107,0,22,0,10,6.555271539661873,medium
pay103017,cus619,mer35,2025-02-08 18:56:00,1300.99,upi,bank_b,travel,issuer_decline,3,0.5004,0,,0.2156,0.1787,0.222,0.1184,0.1507,1,18,5,8,7.171649142247468,medium
pay107626,cus3833,mer116,2025-02-09 21:01:00,4387.26,credit_card,bank_j,subscription_saas,duplicate_payment_block,1,0.285,1,0.0,0.5931,0.0,0.0536,0.2303,0.0322,1,21,6,9,8.386688072146598,medium
pay115028,cus1204,mer96,2025-03-28 00:40:00,597.21,upi,bank_e,subscription_saas,issuer_decline,2,0.4718,0,,0.206,0.3493,0.2822,0.0244,0.013,0,0,4,28,6.393941862873241,medium
pay109146,cus3701,mer116,2025-05-07 16:49:00,1359.27,credit_card,bank_c,education_fees,network_timeout,1,0.8298,1,0.0,0.376,0.5792,0.3772,0.0663,0.2437,0,16,2,7,7.215438488437506,medium
pay110460,cus3964,mer56,2025-06-25 11:57:00,479.23,debit_card,bank_a,utility_bills,issuer_decline,2,0.4702,0,,0.172,0.1028,0.1306,0.0813,0.2982,0,11,2,25,6.174265155804915,small
pay111343,cus273,mer115,2025-06-06 09:26:00,9460.64,credit_card,bank_f,education_fees,insufficient_funds,4,0.4279,0,,0.4207,0.4148,0.4542,0.0,0.2257,0,9,4,6,9.155001008542751,large
pay114382,cus2375,mer42,2025-03-27 17:00:00,448.24,upi,bank_e,subscription_saas,insufficient_funds,3,0.3837,0,,0.1308,0.1277,0.4068,0.3688,0.2828,0,17,3,27,6.107557266094835,small
pay102253,cus3991,mer43,2025-04-01 03:19:00,3444.43,upi,bank_i,ecommerce,network_timeout,2,0.7744,0,,0.4005,0.7641,0.3909,0.5047,0.2082,0,3,1,1,8.144803994236216,medium
pay119937,cus1367,mer84,2025-02-04 12:00:00,513.27,credit_card,bank_e,food_delivery,upi_server_busy,2,0.9339,1,0.0,0.2137,0.6142,0.1793,0.6517,0.5532,0,12,1,4,6.242748419366502,medium
pay101249,cus2401,mer55,2025-06-26 00:37:00,1566.35,upi,bank_c,education_fees,insufficient_funds,4,0.5507,1,0.0,0.3716,0.1698,0.5181,0.3396,0.5071,0,0,3,26,7.35714157414823,medium
pay114777,cus3707,mer7,2025-01-07 04:52:00,83.24,debit_card,bank_j,food_delivery,bank_server_timeout,1,0.869,0,,0.2675,0.9822,0.4535,0.1152,0.1302,0,4,1,7,4.43366986782572,small
pay102106,cus3637,mer45,2025-05-18 20:40:00,50.0,upi,bank_c,utility_bills,upi_server_busy,2,0.8327,1,1.0,0.2302,0.6131,0.2091,0.5497,0.4199,1,20,6,18,3.9318256327243257,small
pay108566,cus2452,mer90,2025-05-21 16:16:00,2285.81,upi,bank_e,food_delivery,bank_server_timeout,1,0.7415,1,0.0,0.2914,0.6459,0.6123,0.2171,0.5414,0,16,2,21,7.734913112303117,medium
pay110178,cus677,mer94,2025-05-30 10:54:00,104.16,credit_card,bank_a,education_fees,network_timeout,4,0.7973,1,1.0,0.1221,0.5372,0.387,0.4017,0.2212,0,10,4,30,4.655482999861681,small
pay112570,cus3536,mer49,2025-02-05 02:05:00,570.56,upi,bank_f,food_delivery,upi_server_busy,4,0.899,1,1.0,0.1621,0.7063,0.6554,0.6825,0.2697,0,2,2,5,6.348369464600769,medium
pay112588,cus2923,mer17,2025-04-26 18:10:00,429.71,upi,bank_i,travel,bank_server_timeout,2,0.7319,1,1.0,0.1966,0.6036,0.3751,0.4716,0.4268,1,18,5,26,6.065435009807712,small
pay110567,cus33,mer115,2025-03-10 02:35:00,219.27,debit_card,bank_j,education_fees,insufficient_funds,2,0.4435,1,0.0,0.3098,0.1511,0.6391,0.0294,0.3741,0,2,0,10,5.394854066596066,small
pay105092,cus1732,mer103,2025-01-09 09:25:00,3575.69,credit_card,bank_b,education_fees,network_timeout,4,0.8015,0,,0.3543,0.6238,0.4869,0.3959,0.3686,0,9,3,9,8.1821930707005,medium
pay108291,cus2550,mer40,2025-02-15 22:30:00,1392.88,netbanking,bank_a,travel,bank_server_timeout,2,0.8102,1,0.0,0.368,0.6542,0.5679,0.8552,0.1526,1,22,5,15,7.239846504401323,medium
pay100514,cus371,mer103,2025-06-22 15:30:00,124.3,upi,bank_g,utility_bills,upi_server_busy,4,0.8393,0,,0.1491,0.7488,0.1738,0.533,0.3487,1,15,6,22,4.8307108619020225,small
pay100162,cus2119,mer82,2025-03-15 15:41:00,823.41,debit_card,bank_g,utility_bills,issuer_decline,2,0.3891,0,,0.1205,0.2496,0.192,0.144,0.1312,1,15,5,15,6.7146679789767,medium
pay114889,cus1727,mer45,2025-01-09 16:56:00,5018.65,upi,bank_d,education_fees,upi_server_busy,2,0.8171,1,1.0,0.5294,0.6096,0.183,0.7046,0.3408,0,16,3,9,8.521115489139607,large
pay114070,cus2671,mer90,2025-04-01 01:58:00,1443.6,upi,bank_e,food_delivery,otp_expired,3,0.5073,1,0.0,0.2556,0.2253,0.3974,0.0937,0.1966,0,1,1,1,7.275587745616747,medium
pay106881,cus1127,mer2,2025-02-17 12:37:00,787.9,debit_card,bank_h,utility_bills,insufficient_funds,2,0.4948,1,0.0,0.2774,0.0,0.5656,0.1255,0.588,0,12,0,17,6.670639570101044,medium
pay110525,cus1696,mer2,2025-01-28 21:01:00,2926.52,credit_card,bank_g,ecommerce,upi_server_busy,3,0.8025,1,0.0,0.4571,0.5113,0.2945,0.763,0.4876,0,21,1,28,7.981910927216256,medium
pay112537,cus3365,mer99,2025-01-07 17:17:00,219.18,credit_card,bank_g,ecommerce,upi_server_busy,3,0.8417,1,1.0,0.1248,0.6425,0.2716,0.6293,0.4675,0,17,1,7,5.394445393642257,small
pay104528,cus873,mer68,2025-03-21 20:52:00,3004.28,upi,bank_j,utility_bills,issuer_decline,1,0.4068,1,0.0,0.4176,0.1377,0.08,0.0,0.2411,0,20,4,21,8.00812602066511,medium
pay119168,cus1314,mer110,2025-06-28 04:26:00,128.18,netbanking,bank_i,food_delivery,insufficient_funds,4,0.4075,1,0.0,0.205,0.2257,0.4334,0.0455,0.543,1,4,5,28,4.861206780604327,small
pay108188,cus201,mer74,2025-01-28 05:45:00,166.55,credit_card,bank_h,utility_bills,otp_expired,4,0.6118,1,0.0,0.1006,0.4924,0.5037,0.1117,0.4371,0,5,1,28,5.12128181418332,small
pay118284,cus968,mer77,2025-05-07 09:42:00,501.44,upi,bank_g,food_delivery,issuer_decline,1,0.5374,1,0.0,0.2945,0.0993,0.3133,0.0,0.1611,0,9,2,7,6.219476229819052,medium
pay114545,cus1875,mer55,2025-01-04 18:54:00,1010.08,upi,bank_e,education_fees,upi_server_busy,4,0.8721,1,1.0,0.2054,0.4246,0.2997,0.5076,0.2236,1,18,5,4,6.918774345464571,medium
pay118512,cus2193,mer80,2025-03-06 10:50:00,907.1,debit_card,bank_f,food_delivery,network_timeout,3,0.6529,1,0.0,0.1836,0.5268,0.2395,0.4265,0.3903,0,10,3,6,6.811354504695783,medium
pay108152,cus193,mer45,2025-03-20 17:19:00,1307.54,upi,bank_d,ecommerce,otp_expired,1,0.5793,1,1.0,0.3826,0.3795,0.1956,0.0,0.4378,0,17,3,20,7.17666729085719,medium
pay105258,cus2106,mer83,2025-05-01 11:43:00,1260.37,upi,bank_c,food_delivery,insufficient_funds,2,0.4634,0,,0.3819,0.294,0.8244,0.1245,0.4658,0,11,3,1,7.139953710848584,medium
pay105078,cus2017,mer95,2025-05-26 06:17:00,1274.22,upi,bank_g,ecommerce,issuer_decline,2,0.3576,0,,0.2744,0.4011,0.196,0.1669,0.1075,0,6,0,26,7.150873991727265,medium
pay107962,cus1762,mer11,2025-04-18 05:40:00,1420.68,netbanking,bank_h,food_delivery,bank_server_timeout,1,0.815,1,0.0,0.2313,0.5403,0.1302,0.0152,0.3196,0,5,4,18,7.259594549877231,medium
pay106280,cus2497,mer27,2025-01-03 21:34:00,418.24,credit_card,bank_g,utility_bills,network_timeout,2,0.7536,1,1.0,0.2212,0.487,0.145,0.3761,0.3874,0,21,4,3,6.038443548301976,small
pay112151,cus2905,mer51,2025-04-05 05:23:00,129.05,upi,bank_a,utility_bills,otp_expired,4,0.5875,1,1.0,0.0817,0.4755,0.7193,0.2437,0.2409,1,5,5,5,4.867918991894661,small
pay108329,cus702,mer98,2025-04-25 23:26:00,5115.31,upi,bank_g,ecommerce,bank_server_timeout,4,0.7758,1,1.0,0.4361,0.6622,0.5383,0.4845,0.5868,0,23,4,25,8.540188755077208,large
pay101007,cus972,mer78,2025-04-01 15:42:00,1049.5,upi,bank_b,utility_bills,card_expired,1,0.0754,0,,0.1001,0.0,0.0919,0.0,0.0431,0,15,1,1,6.957021520285055,medium
pay110370,cus654,mer103,2025-01-23 09:35:00,2709.08,upi,bank_i,subscription_saas,insufficient_funds,1,0.4865,1,0.0,0.3254,0.043,0.6561,0.0649,0.4077,0,9,3,23,7.9047334337332344,medium
pay114617,cus387,mer27,2025-01-23 18:06:00,399.38,upi,bank_c,food_delivery,upi_server_busy,4,0.9356,1,1.0,0.2468,0.5821,0.3595,0.564,0.4152,0,18,3,23,5.992414096143571,small
pay102495,cus2084,mer63,2025-02-06 23:17:00,307.81,upi,bank_j,travel,network_timeout,1,0.7098,1,1.0,0.3196,0.8268,0.056,0.1662,0.2084,0,23,3,6,5.7327262010459785,small
pay118865,cus3305,mer19,2025-04-16 10:39:00,657.05,netbanking,bank_e,food_delivery,upi_server_busy,1,0.8179,1,0.0,0.1588,0.4044,0.2748,0.0,0.4059,0,10,2,16,6.489280916280332,medium
pay103799,cus2426,mer112,2025-01-10 21:19:00,866.8,upi,bank_i,utility_bills,issuer_decline,4,0.5266,0,,0.327,0.2871,0.1208,0.1051,0.0,0,21,4,10,6.76596127336425,medium
pay116404,cus2885,mer56,2025-06-02 13:59:00,826.52,credit_card,bank_j,education_fees,insufficient_funds,4,0.5295,1,1.0,0.3493,0.2043,0.7536,0.1495,0.3785,0,13,0,2,6.718433276143438,medium
pay112867,cus2398,mer23,2025-06-14 23:59:00,196.98,debit_card,bank_j,food_delivery,bank_server_timeout,1,0.7131,1,0.0,0.2302,0.8113,0.6166,0.0306,0.2575,1,23,5,14,5.288166015491662,small
pay112102,cus3453,mer51,2025-01-28 01:26:00,216.12,debit_card,bank_j,education_fees,insufficient_funds,3,0.4953,1,0.0,0.2889,0.1111,0.8852,0.1415,0.143,0,1,1,28,5.380450196086559,small
pay103569,cus306,mer78,2025-02-14 08:14:00,1215.73,upi,bank_e,food_delivery,otp_expired,2,0.6692,1,0.0,0.2551,0.0897,0.2488,0.3073,0.2843,0,8,4,14,7.103922211348144,medium
pay111088,cus3988,mer10,2025-01-08 09:07:00,348.72,upi,bank_i,ecommerce,issuer_decline,4,0.4963,1,0.0,0.0029,0.2927,0.3088,0.354,0.1205,0,9,2,8,5.85713283431269,small
